CityName,CarbonFootprints,No,Domain,Component,English,Japanese,Type,領域,要素,要素OLD
Saga,55.58,4,Housing,Water,Saga,佐賀市,City,住居,水道,水道
Sagamihara,72.75,4,Housing,Water,Sagamihara,相模原市,City,住居,水道,水道
Saitama,68.82,4,Housing,Water,Saitama,さいたま市,City,住居,水道,水道
Sakae,73.68,4,Housing,Water,Sakae,堺市,City,住居,水道,水道
Sapporo,53.86,4,Housing,Water,Sapporo,札幌市,City,住居,水道,水道
Sendai,58.18,4,Housing,Water,Sendai,仙台市,City,住居,水道,水道
ShikokuReg.,52.4,4,Housing,Water,ShikokuReg.,四国,Region,住居,水道,水道
Shizuoka,64.57,4,Housing,Water,Shizuoka,静岡市,City,住居,水道,水道
SmallB/Towns/Villages,47.43,4,Housing,Water,SmallB/Towns/Villages,小都市Ｂ・町村,Class,住居,水道,水道
SmallCitiesA,58.06,4,Housing,Water,SmallCitiesA,小都市Ａ,Class,住居,水道,水道
Takamatsu,59.08,4,Housing,Water,Takamatsu,高松市,City,住居,水道,水道
TohokuReg.,52.86,4,Housing,Water,TohokuReg.,東北,Region,住居,水道,水道
TokaiReg.,62.29,4,Housing,Water,TokaiReg.,東海,Region,住居,水道,水道
Tokushima,58.75,4,Housing,Water,Tokushima,徳島市,City,住居,水道,水道
Tokyo,72.51,4,Housing,Water,Tokyo,東京都区部,City,住居,水道,水道
Tottori,66.17,4,Housing,Water,Tottori,鳥取市,City,住居,水道,水道
Toyama,68.72,4,Housing,Water,Toyama,富山市,City,住居,水道,水道
Tsu,64.44,4,Housing,Water,Tsu,津市,City,住居,水道,水道
Utsunomiya,64.36,4,Housing,Water,Utsunomiya,宇都宮市,City,住居,水道,水道
Wakayama,44.83,4,Housing,Water,Wakayama,和歌山市,City,住居,水道,水道
Yamagata,58.41,4,Housing,Water,Yamagata,山形市,City,住居,水道,水道
Yamaguchi,57.61,4,Housing,Water,Yamaguchi,山口市,City,住居,水道,水道
Yokohama,64.24,4,Housing,Water,Yokohama,横浜市,City,住居,水道,水道
Akita,54.27,5,Mobility,Airplane,Akita,秋田市,City,移動,飛行機,飛行機
Aomori,51.74,5,Mobility,Airplane,Aomori,青森市,City,移動,飛行機,飛行機
Chiba,188.85,5,Mobility,Airplane,Chiba,千葉市,City,移動,飛行機,飛行機
ChugokuReg.,93.06,5,Mobility,Airplane,ChugokuReg.,中国,Region,移動,飛行機,飛行機
ChukyoMetro.,119.26,5,Mobility,Airplane,ChukyoMetro.,中京大都市圏,Metropolitan,移動,飛行機,飛行機
Cities50000+pop.,152.89,5,Mobility,Airplane,Cities50000+pop.,人口５万以上の市,Class,移動,飛行機,飛行機
Fukui,65.71,5,Mobility,Airplane,Fukui,福井市,City,移動,飛行機,飛行機
Fukuoka,167.55,5,Mobility,Airplane,Fukuoka,福岡市,City,移動,飛行機,飛行機
Fukushima,56.95,5,Mobility,Airplane,Fukushima,福島市,City,移動,飛行機,飛行機
Gifu,117.84,5,Mobility,Airplane,Gifu,岐阜市,City,移動,飛行機,飛行機
Hamamatsu,118.35,5,Mobility,Airplane,Hamamatsu,浜松市,City,移動,飛行機,飛行機
Hiroshima,92.99,5,Mobility,Airplane,Hiroshima,広島市,City,移動,飛行機,飛行機
HokkaidoReg.,151.74,5,Mobility,Airplane,HokkaidoReg.,北海道,Region,移動,飛行機,飛行機
HokurikuReg.,61.33,5,Mobility,Airplane,HokurikuReg.,北陸,Region,移動,飛行機,飛行機
Japan,144.1,5,Mobility,Airplane,Japan,全国,Country,移動,飛行機,飛行機
Kagoshima,170.47,5,Mobility,Airplane,Kagoshima,鹿児島市,City,移動,飛行機,飛行機
Kanazawa,61.2,5,Mobility,Airplane,Kanazawa,金沢市,City,移動,飛行機,飛行機
KantoMetro.,189.83,5,Mobility,Airplane,KantoMetro.,関東大都市圏,Metropolitan,移動,飛行機,飛行機
KantoReg.,189.73,5,Mobility,Airplane,KantoReg.,関東,Region,移動,飛行機,飛行機
Kawasaki,189.64,5,Mobility,Airplane,Kawasaki,川崎市,City,移動,飛行機,飛行機
KinkiMetro.,135.5,5,Mobility,Airplane,KinkiMetro.,近畿大都市圏,Metropolitan,移動,飛行機,飛行機
KinkiReg.,135.2,5,Mobility,Airplane,KinkiReg.,近畿,Region,移動,飛行機,飛行機
Kitakyushu,167.92,5,Mobility,Airplane,Kitakyushu,北九州市,City,移動,飛行機,飛行機
Kitakyushu/FukuokaMetro.,168.36,5,Mobility,Airplane,Kitakyushu/FukuokaMetro.,北九州・福岡大都市圏,Metropolitan,移動,飛行機,飛行機
Kobe,133.5,5,Mobility,Airplane,Kobe,神戸市,City,移動,飛行機,飛行機
Kochi,101.03,5,Mobility,Airplane,Kochi,高知市,City,移動,飛行機,飛行機
Kofu,188.61,5,Mobility,Airplane,Kofu,甲府市,City,移動,飛行機,飛行機
Kumamoto,167.75,5,Mobility,Airplane,Kumamoto,熊本市,City,移動,飛行機,飛行機
Kyoto,132.87,5,Mobility,Airplane,Kyoto,京都市,City,移動,飛行機,飛行機
KyushuReg.,167.74,5,Mobility,Airplane,KyushuReg.,九州,Region,移動,飛行機,飛行機
LargeCities,187.01,5,Mobility,Airplane,LargeCities,大都市,Class,移動,飛行機,飛行機
Maebashi,189.34,5,Mobility,Airplane,Maebashi,前橋市,City,移動,飛行機,飛行機
Matsue,91.06,5,Mobility,Airplane,Matsue,松江市,City,移動,飛行機,飛行機
Matsuyama,97.92,5,Mobility,Airplane,Matsuyama,松山市,City,移動,飛行機,飛行機
MiddleCities,142.04,5,Mobility,Airplane,MiddleCities,中都市,Class,移動,飛行機,飛行機
Mito,189.79,5,Mobility,Airplane,Mito,水戸市,City,移動,飛行機,飛行機
Miyazaki,167.31,5,Mobility,Airplane,Miyazaki,宮崎市,City,移動,飛行機,飛行機
Morioka,51.4,5,Mobility,Airplane,Morioka,盛岡市,City,移動,飛行機,飛行機
Nagano,189.62,5,Mobility,Airplane,Nagano,長野市,City,移動,飛行機,飛行機
Nagasaki,166.89,5,Mobility,Airplane,Nagasaki,長崎市,City,移動,飛行機,飛行機
Nagoya,118.28,5,Mobility,Airplane,Nagoya,名古屋市,City,移動,飛行機,飛行機
Naha,165.62,5,Mobility,Airplane,Naha,那覇市,City,移動,飛行機,飛行機
Nara,136.62,5,Mobility,Airplane,Nara,奈良市,City,移動,飛行機,飛行機
Niigata,59.07,5,Mobility,Airplane,Niigata,新潟市,City,移動,飛行機,飛行機
Oita,167.79,5,Mobility,Airplane,Oita,大分市,City,移動,飛行機,飛行機
Okayama,92.8,5,Mobility,Airplane,Okayama,岡山市,City,移動,飛行機,飛行機
OkinawaReg.,165.35,5,Mobility,Airplane,OkinawaReg.,沖縄,Region,移動,飛行機,飛行機
Osaka,132.41,5,Mobility,Airplane,Osaka,大阪市,City,移動,飛行機,飛行機
Otsu,135.34,5,Mobility,Airplane,Otsu,大津市,City,移動,飛行機,飛行機
Saga,166.71,5,Mobility,Airplane,Saga,佐賀市,City,移動,飛行機,飛行機
Sagamihara,189.01,5,Mobility,Airplane,Sagamihara,相模原市,City,移動,飛行機,飛行機
Saitama,191.12,5,Mobility,Airplane,Saitama,さいたま市,City,移動,飛行機,飛行機
Sakae,134.09,5,Mobility,Airplane,Sakae,堺市,City,移動,飛行機,飛行機
Sapporo,151.34,5,Mobility,Airplane,Sapporo,札幌市,City,移動,飛行機,飛行機
Sendai,52.5,5,Mobility,Airplane,Sendai,仙台市,City,移動,飛行機,飛行機
ShikokuReg.,98.3,5,Mobility,Airplane,ShikokuReg.,四国,Region,移動,飛行機,飛行機
Shizuoka,119.73,5,Mobility,Airplane,Shizuoka,静岡市,City,移動,飛行機,飛行機
SmallB/Towns/Villages,96.18,5,Mobility,Airplane,SmallB/Towns/Villages,小都市Ｂ・町村,Class,移動,飛行機,飛行機
SmallCitiesA,126.13,5,Mobility,Airplane,SmallCitiesA,小都市Ａ,Class,移動,飛行機,飛行機
Takamatsu,102.55,5,Mobility,Airplane,Takamatsu,高松市,City,移動,飛行機,飛行機
TohokuReg.,52.76,5,Mobility,Airplane,TohokuReg.,東北,Region,移動,飛行機,飛行機
TokaiReg.,119.49,5,Mobility,Airplane,TokaiReg.,東海,Region,移動,飛行機,飛行機
Tokushima,95.37,5,Mobility,Airplane,Tokushima,徳島市,City,移動,飛行機,飛行機
Tokyo,189.45,5,Mobility,Airplane,Tokyo,東京都区部,City,移動,飛行機,飛行機
Tottori,91.48,5,Mobility,Airplane,Tottori,鳥取市,City,移動,飛行機,飛行機
Toyama,67.18,5,Mobility,Airplane,Toyama,富山市,City,移動,飛行機,飛行機
Tsu,120.53,5,Mobility,Airplane,Tsu,津市,City,移動,飛行機,飛行機
Utsunomiya,190.03,5,Mobility,Airplane,Utsunomiya,宇都宮市,City,移動,飛行機,飛行機
Wakayama,134.91,5,Mobility,Airplane,Wakayama,和歌山市,City,移動,飛行機,飛行機
Yamagata,52,5,Mobility,Airplane,Yamagata,山形市,City,移動,飛行機,飛行機
Yamaguchi,95.62,5,Mobility,Airplane,Yamaguchi,山口市,City,移動,飛行機,飛行機
Yokohama,189.46,5,Mobility,Airplane,Yokohama,横浜市,City,移動,飛行機,飛行機
Akita,38.18,6,Mobility,Train,Akita,秋田市,City,移動,鉄道,鉄道
Aomori,30.95,6,Mobility,Train,Aomori,青森市,City,移動,鉄道,鉄道
Chiba,188.95,6,Mobility,Train,Chiba,千葉市,City,移動,鉄道,鉄道
ChugokuReg.,67.5,6,Mobility,Train,ChugokuReg.,中国,Region,移動,鉄道,鉄道
ChukyoMetro.,78.84,6,Mobility,Train,ChukyoMetro.,中京大都市圏,Metropolitan,移動,鉄道,鉄道
Cities50000+pop.,98.27,6,Mobility,Train,Cities50000+pop.,人口５万以上の市,Class,移動,鉄道,鉄道
Fukui,67.16,6,Mobility,Train,Fukui,福井市,City,移動,鉄道,鉄道
Fukuoka,83.48,6,Mobility,Train,Fukuoka,福岡市,City,移動,鉄道,鉄道
Fukushima,79.75,6,Mobility,Train,Fukushima,福島市,City,移動,鉄道,鉄道
Gifu,70.46,6,Mobility,Train,Gifu,岐阜市,City,移動,鉄道,鉄道
Hamamatsu,50.12,6,Mobility,Train,Hamamatsu,浜松市,City,移動,鉄道,鉄道
Hiroshima,83.95,6,Mobility,Train,Hiroshima,広島市,City,移動,鉄道,鉄道
HokkaidoReg.,41.08,6,Mobility,Train,HokkaidoReg.,北海道,Region,移動,鉄道,鉄道
HokurikuReg.,54.16,6,Mobility,Train,HokurikuReg.,北陸,Region,移動,鉄道,鉄道
Japan,90.32,6,Mobility,Train,Japan,全国,Country,移動,鉄道,鉄道
Kagoshima,64.08,6,Mobility,Train,Kagoshima,鹿児島市,City,移動,鉄道,鉄道
Kanazawa,50.49,6,Mobility,Train,Kanazawa,金沢市,City,移動,鉄道,鉄道
KantoMetro.,141.99,6,Mobility,Train,KantoMetro.,関東大都市圏,Metropolitan,移動,鉄道,鉄道
KantoReg.,127.31,6,Mobility,Train,KantoReg.,関東,Region,移動,鉄道,鉄道
Kawasaki,188.5,6,Mobility,Train,Kawasaki,川崎市,City,移動,鉄道,鉄道
KinkiMetro.,130.31,6,Mobility,Train,KinkiMetro.,近畿大都市圏,Metropolitan,移動,鉄道,鉄道
KinkiReg.,120.95,6,Mobility,Train,KinkiReg.,近畿,Region,移動,鉄道,鉄道
Kitakyushu,62.43,6,Mobility,Train,Kitakyushu,北九州市,City,移動,鉄道,鉄道
Kitakyushu/FukuokaMetro.,69.04,6,Mobility,Train,Kitakyushu/FukuokaMetro.,北九州・福岡大都市圏,Metropolitan,移動,鉄道,鉄道
Kobe,261.69,6,Mobility,Train,Kobe,神戸市,City,移動,鉄道,鉄道
Kochi,33.28,6,Mobility,Train,Kochi,高知市,City,移動,鉄道,鉄道
Kofu,55.81,6,Mobility,Train,Kofu,甲府市,City,移動,鉄道,鉄道
Kumamoto,34.8,6,Mobility,Train,Kumamoto,熊本市,City,移動,鉄道,鉄道
Kyoto,138.93,6,Mobility,Train,Kyoto,京都市,City,移動,鉄道,鉄道
KyushuReg.,47.55,6,Mobility,Train,KyushuReg.,九州,Region,移動,鉄道,鉄道
LargeCities,127.4,6,Mobility,Train,LargeCities,大都市,Class,移動,鉄道,鉄道
Maebashi,65.05,6,Mobility,Train,Maebashi,前橋市,City,移動,鉄道,鉄道
Matsue,28.73,6,Mobility,Train,Matsue,松江市,City,移動,鉄道,鉄道
Matsuyama,26.83,6,Mobility,Train,Matsuyama,松山市,City,移動,鉄道,鉄道
MiddleCities,88.37,6,Mobility,Train,MiddleCities,中都市,Class,移動,鉄道,鉄道
Mito,113.98,6,Mobility,Train,Mito,水戸市,City,移動,鉄道,鉄道
Miyazaki,19.09,6,Mobility,Train,Miyazaki,宮崎市,City,移動,鉄道,鉄道
Morioka,57.95,6,Mobility,Train,Morioka,盛岡市,City,移動,鉄道,鉄道
Nagano,83.61,6,Mobility,Train,Nagano,長野市,City,移動,鉄道,鉄道
Nagasaki,39.15,6,Mobility,Train,Nagasaki,長崎市,City,移動,鉄道,鉄道
Nagoya,94.31,6,Mobility,Train,Nagoya,名古屋市,City,移動,鉄道,鉄道
Naha,22.59,6,Mobility,Train,Naha,那覇市,City,移動,鉄道,鉄道
Nara,152.76,6,Mobility,Train,Nara,奈良市,City,移動,鉄道,鉄道
Niigata,48.57,6,Mobility,Train,Niigata,新潟市,City,移動,鉄道,鉄道
Oita,37.39,6,Mobility,Train,Oita,大分市,City,移動,鉄道,鉄道
Okayama,85.38,6,Mobility,Train,Okayama,岡山市,City,移動,鉄道,鉄道
OkinawaReg.,16.66,6,Mobility,Train,OkinawaReg.,沖縄,Region,移動,鉄道,鉄道
Osaka,112.84,6,Mobility,Train,Osaka,大阪市,City,移動,鉄道,鉄道
Otsu,114.1,6,Mobility,Train,Otsu,大津市,City,移動,鉄道,鉄道
Saga,39.23,6,Mobility,Train,Saga,佐賀市,City,移動,鉄道,鉄道
Sagamihara,128.91,6,Mobility,Train,Sagamihara,相模原市,City,移動,鉄道,鉄道
Saitama,141.29,6,Mobility,Train,Saitama,さいたま市,City,移動,鉄道,鉄道
Sakae,118.84,6,Mobility,Train,Sakae,堺市,City,移動,鉄道,鉄道
Sapporo,50.85,6,Mobility,Train,Sapporo,札幌市,City,移動,鉄道,鉄道
Sendai,100.35,6,Mobility,Train,Sendai,仙台市,City,移動,鉄道,鉄道
ShikokuReg.,33.01,6,Mobility,Train,ShikokuReg.,四国,Region,移動,鉄道,鉄道
Shizuoka,70.17,6,Mobility,Train,Shizuoka,静岡市,City,移動,鉄道,鉄道
SmallB/Towns/Villages,47.34,6,Mobility,Train,SmallB/Towns/Villages,小都市Ｂ・町村,Class,移動,鉄道,鉄道
SmallCitiesA,77.04,6,Mobility,Train,SmallCitiesA,小都市Ａ,Class,移動,鉄道,鉄道
Takamatsu,47.23,6,Mobility,Train,Takamatsu,高松市,City,移動,鉄道,鉄道
TohokuReg.,58.91,6,Mobility,Train,TohokuReg.,東北,Region,移動,鉄道,鉄道
TokaiReg.,70.92,6,Mobility,Train,TokaiReg.,東海,Region,移動,鉄道,鉄道
Tokushima,19.27,6,Mobility,Train,Tokushima,徳島市,City,移動,鉄道,鉄道
Tokyo,162.87,6,Mobility,Train,Tokyo,東京都区部,City,移動,鉄道,鉄道
Tottori,31.77,6,Mobility,Train,Tottori,鳥取市,City,移動,鉄道,鉄道
Toyama,77.09,6,Mobility,Train,Toyama,富山市,City,移動,鉄道,鉄道
Tsu,76.53,6,Mobility,Train,Tsu,津市,City,移動,鉄道,鉄道
Utsunomiya,100.43,6,Mobility,Train,Utsunomiya,宇都宮市,City,移動,鉄道,鉄道
Wakayama,56.71,6,Mobility,Train,Wakayama,和歌山市,City,移動,鉄道,鉄道
Yamagata,31.05,6,Mobility,Train,Yamagata,山形市,City,移動,鉄道,鉄道
Yamaguchi,57.61,6,Mobility,Train,Yamaguchi,山口市,City,移動,鉄道,鉄道
Yokohama,140.69,6,Mobility,Train,Yokohama,横浜市,City,移動,鉄道,鉄道
Akita,22.6,7,Mobility,Bus,Akita,秋田市,City,移動,バス,バス
Aomori,38.16,7,Mobility,Bus,Aomori,青森市,City,移動,バス,バス
Chiba,48.89,7,Mobility,Bus,Chiba,千葉市,City,移動,バス,バス
ChugokuReg.,27.93,7,Mobility,Bus,ChugokuReg.,中国,Region,移動,バス,バス
ChukyoMetro.,24.92,7,Mobility,Bus,ChukyoMetro.,中京大都市圏,Metropolitan,移動,バス,バス
Cities50000+pop.,37.55,7,Mobility,Bus,Cities50000+pop.,人口５万以上の市,Class,移動,バス,バス
Fukui,21.19,7,Mobility,Bus,Fukui,福井市,City,移動,バス,バス
Fukuoka,98.24,7,Mobility,Bus,Fukuoka,福岡市,City,移動,バス,バス
Fukushima,19.35,7,Mobility,Bus,Fukushima,福島市,City,移動,バス,バス
Gifu,36.38,7,Mobility,Bus,Gifu,岐阜市,City,移動,バス,バス
Hamamatsu,19.13,7,Mobility,Bus,Hamamatsu,浜松市,City,移動,バス,バス
Hiroshima,53.06,7,Mobility,Bus,Hiroshima,広島市,City,移動,バス,バス
HokkaidoReg.,54,7,Mobility,Bus,HokkaidoReg.,北海道,Region,移動,バス,バス
HokurikuReg.,26.53,7,Mobility,Bus,HokurikuReg.,北陸,Region,移動,バス,バス
Japan,35.74,7,Mobility,Bus,Japan,全国,Country,移動,バス,バス
Kagoshima,71.35,7,Mobility,Bus,Kagoshima,鹿児島市,City,移動,バス,バス
Kanazawa,43.08,7,Mobility,Bus,Kanazawa,金沢市,City,移動,バス,バス
KantoMetro.,48.98,7,Mobility,Bus,KantoMetro.,関東大都市圏,Metropolitan,移動,バス,バス
KantoReg.,41.03,7,Mobility,Bus,KantoReg.,関東,Region,移動,バス,バス
Kawasaki,99.45,7,Mobility,Bus,Kawasaki,川崎市,City,移動,バス,バス
KinkiMetro.,47.63,7,Mobility,Bus,KinkiMetro.,近畿大都市圏,Metropolitan,移動,バス,バス
KinkiReg.,46.39,7,Mobility,Bus,KinkiReg.,近畿,Region,移動,バス,バス
Kitakyushu,106.66,7,Mobility,Bus,Kitakyushu,北九州市,City,移動,バス,バス
Kitakyushu/FukuokaMetro.,59.82,7,Mobility,Bus,Kitakyushu/FukuokaMetro.,北九州・福岡大都市圏,Metropolitan,移動,バス,バス
Kobe,91.95,7,Mobility,Bus,Kobe,神戸市,City,移動,バス,バス
Kochi,33.44,7,Mobility,Bus,Kochi,高知市,City,移動,バス,バス
Kofu,32.97,7,Mobility,Bus,Kofu,甲府市,City,移動,バス,バス
Kumamoto,40.28,7,Mobility,Bus,Kumamoto,熊本市,City,移動,バス,バス
Kyoto,69.93,7,Mobility,Bus,Kyoto,京都市,City,移動,バス,バス
KyushuReg.,43.46,7,Mobility,Bus,KyushuReg.,九州,Region,移動,バス,バス
LargeCities,57.98,7,Mobility,Bus,LargeCities,大都市,Class,移動,バス,バス
Maebashi,14.22,7,Mobility,Bus,Maebashi,前橋市,City,移動,バス,バス
Matsue,39.7,7,Mobility,Bus,Matsue,松江市,City,移動,バス,バス
Matsuyama,18,7,Mobility,Bus,Matsuyama,松山市,City,移動,バス,バス
MiddleCities,32.2,7,Mobility,Bus,MiddleCities,中都市,Class,移動,バス,バス
Mito,41.13,7,Mobility,Bus,Mito,水戸市,City,移動,バス,バス
Miyazaki,20.38,7,Mobility,Bus,Miyazaki,宮崎市,City,移動,バス,バス
Morioka,34,7,Mobility,Bus,Morioka,盛岡市,City,移動,バス,バス
Nagano,22.99,7,Mobility,Bus,Nagano,長野市,City,移動,バス,バス
Nagasaki,103.61,7,Mobility,Bus,Nagasaki,長崎市,City,移動,バス,バス
Nagoya,26.71,7,Mobility,Bus,Nagoya,名古屋市,City,移動,バス,バス
Naha,64.74,7,Mobility,Bus,Naha,那覇市,City,移動,バス,バス
Nara,45.53,7,Mobility,Bus,Nara,奈良市,City,移動,バス,バス
Niigata,73.54,7,Mobility,Bus,Niigata,新潟市,City,移動,バス,バス
Oita,40.79,7,Mobility,Bus,Oita,大分市,City,移動,バス,バス
Okayama,33.32,7,Mobility,Bus,Okayama,岡山市,City,移動,バス,バス
